profile,result
"单身，第一次申请，拿wp2年，申请2个星期spass，spass通过在1月2015年，4月2015年申请pr.薪水$2.0K
",通过
"男带女一起申请来新1年4个月UKmaster,两人薪资均3400",失败
"新生儿,20150831在新加坡出生,1001号父亲递交pr申请,希望好运!

",通过
"全家申请,男7000，国内211本科；女3500，来新工作2年半，求好运。---天天刷,在执行购房合同最后一天得到结果了.可以安心交税了.:(
",失败
"phd,s$4500
",失败
夫妻女带男申请，女方来新六年多，本地博士学位，现在博后职位，薪水4000+；男方国内985本硕，13年来新，薪水5500+.Blessall~,通过
我老公是马来西亚PR。PR六年。新加坡义安理工毕业。我们是2015年6月13号注册。7月15号递交PR申请。11月7号就出来结果。pass。本人是中国高中毕业文凭。希望你们也能好运！,通过
EP，之前在新2年离开，此次回新8个月后第一次申请提交资料，估时间太短。,失败
"申请人男,SPholder,薪资$3000,2014年7月才来的新加坡然后就开始工作一直到现在,美国读的本科,老婆是高中时期在新加坡拿的PR,工作半年后申请。01-22悲剧。
",失败
"全家申请第三次通过来新5年
男公立fulltimemaster女私立本科独生子女带一个两岁的儿子家庭收入11000
",通过
夫妻共同申请，来新5年半。男方NUSPhD毕业5个月申请，工资4000.女方NTUMaster毕业，工作4年。,失败
"poly毕业，英国本科、研究生毕业，上班半年后申请
",通过
"
来新加坡10年，在这里政府中学初一开始读，考了O水准，新加坡理工学院SP毕业，现在拿EP，工作10个月，月薪4k左右",通过
"
EP申请时在新已工作两年，新水〉2400。Diploma，老婆已是PR。",通过
"
2009年1月来新，中国人，私立本科毕业，EP,4000basic,金融行业，工作半年申请。
",失败
"来新五年半，POLY毕业。工资2KGROSS2.3K
",通过
"
来新13年，一直读政府学校,Rp毕业先工资2500，加提成3500到4000，工作6个月申请，没有任何介绍信，马上5个月了，希望可以过。.

12月的时候自己主动补交薪水单根公司介绍信",通过
看了很多，也贡献个自己的例子。夫妻EP，SP。女方主申请，来新5年＋家庭收入basic8k+.各种组合第四次申请了....希望能沾点大家的好运。,通过
"马来西亚男，25岁，第3次apply,薪水2.5k
",通过
"夫妻俩第五次申请，老公是主申请人，国内本科学历，分别2010年8月及11月来新，11年在新结婚，没有小孩，工资5K，EP。
这次reject的特别快，两个月，不知道是不是因为申请次数太多了。申请时间和上次被reject间隔一年以上。
",失败
将近五个月批地。NTU本科，工作四个月后申请，补交过3个月的工资单和父母资料。,通过
Studentpass2014年9月來新加坡读书，26岁，明年四月毕业幼师.今年6月低ROM后老公帮忙申请PR，顺利通过！,通过
"3.2k,24yearsold,LocalPolythenLocalUni,Comefor6years.
Male,Single,Malaysian.
",通过
"$3600,NTUdegree",通过
"
NAFAdiploma毕业SP工作11个月。老板推荐信。工资2200",通过
英国名校本科毕业后来新工作两年申请EPgross5.4k单身非独生子女,失败
"2年前个人第一次申请7个多月后失败了。国内一般本科来新5年多月薪5000，这次带老婆儿子一起申请，他们都持DP签证来新2个月，儿子1岁半





",失败
"NUSPhD刚毕业。来新5年+
刚刚查竟然批下来了，刚好5个月。
本来觉得最近PR申请都挺难的，看到批下来挺意外的，所以分享出来祝大家都好运：）加油加油！


",通过
"Husband:NUSPHDwith1-yearworkexperience;
Wife:NUSmasterwith3-earworkexperience.",通过
"
Couple:NTUPhDResearchFellow+BachelorAccoutant",通过
"
夫妻，女31，国内教育本科，政府学校教师，薪水4000。男34，国内艺术类专科，无本地工作。来新加坡3年。。。。。。",失败
"2009年来新加坡读书，BCAA，Diploma毕业，现在是spassholder,工作两年，希望可以通过，工资$2600,感觉最近希望不是很大，申请不上打算明年回国了。
被拒了，哎，注定要回国了。现在真的太难了。",失败
"女生北京Top
2文科类大学本科，NTU硕士毕业后留新工作，共五年，26岁。老公北京重点本科，澳洲名校硕士，2011年毕业后来新工作，金融类，28岁。5月底申请，两个月后收到补交父母材料通知，之后9月底通过。共历时四个多月。
",通过
"25岁，SP大专+NTU本科毕业，工作半年后申请，月薪gross
3200，五个半月时被召唤补父母工作信息，一共等待整七个月终于批准。感觉是受大选影响了，然后公司太小（10个人），整个进度比较慢。大家耐心等候，该来的总会来的。
",通过
"
申请时EP一年，4.2K，香港本科",失败
"七年来新,国内硕士,固定薪水5500新币,申请第四次悲剧
",失败
"10年来新，NTUMaster,制造业Engineer,monthlybasicpay$4K+，独立申请。

昨天星期六查还是Pending,今天下午刚刚查到Rejected了，Sigh...",失败
"马来西亚人和老婆(中国人），孩子一起申请
来新８年　Wp６年　Spass1年　Epass１年$4200
ITE学历等待９个月终于批了，辛运，感谢主

",通过
"国内本科，NTU硕士，来新两年，单身男，engineer，工作半年申请，试试看！
",失败
"
来新10年，政府中学--&gt;Poly,工作半年申请，老板推荐信，政府部门,SPass",通过
"女,单身，来新国三年。EPholder.IT
学历是澳洲BachelorDegree

",通过
来新8年，12年SIM专业毕业，14年SIM本科毕业.工作1年，薪水3500+求好运。,失败
"单身。30+岁。PhD（国外的）。EP，月薪15k。每年SRS交足。来新2年多一点的时候提交的申请。没有employer的sponsorship。申请的时候说4-6个月出结果，实际用了5个月。
",通过
"本地私立的Degree来新8年多工做4年。去年11月份结婚老公是本地人。今年三月担保申请PR.7月中收到ICA的信函关于补充家庭成员信息。
",通过
"老公pr两年多，来新近10年，28岁，老婆来新2年，26岁
老公mdis本科，老婆sim的diplomaforgraduates＋国内普通本科
老公basic6000,gross6600,大公司，互联网行业，老婆basic3000,gross3500，小公司，石油行业
2013年11月新加坡注册结婚",通过
"ITE两年-NYP三年-工作11个月，Spass薪水$2500
",通过
"Poly.$2600.申请的时候工作7个月，（公司不给签字）。7月中收到ICA信件要求补交父母资料。今天中午查已通过。
",通过
"
夫妻-男主
男：31，来新加坡7年了，EP，建筑行业，底薪6000.00（还有些commission，加起来差不多7500.00），国内本科学历-非独生子女
女：28，来新加坡6年了，ep，金融业，薪水4300.00，英国本科学历-独生子女

",通过
"主申请人，男，29岁，北欧本科，硕士，来新3年+,EP,ITEngineer,薪水4500,带老婆和孩子一起，老婆，30岁，北欧本科，华语中心老师，薪水2000,DP，宝宝，20个月。
第二次申请，去年2月第一次申请，一回国就被拒了。祝大家好运:)
",失败
"马来西亚人，持S-Pass3年(2012-2014)，澳洲大学Degree,月入新2500，2013和2014有缴税，第一次申请
",通过
"WPTWOYEARSSPASSFOURYEARS(WORKINSAMELOCALCOMPANYFORSIXYEARS)SINGLEFEMALEMALAYSIANWITH
CHINAUNIBACHELORDEGREEEVERYYEARPAYINCOMETAXONTIME.得失心不要太重，是你的就是你的。
",通过
"
13年poly毕业，14年澳洲八大本科交了TG，工作1个月提交申请，EP3.3k,无工资单，第一次申请后来补交两次工资单一共交了5个月的工资单，期间换了工作SP,又换地址",通过
"
老公sc本人ep薪水$4000申请时来新3年不到26岁国内211大学毕业15年5月19补交了材料不知道结果如何害怕紧张
",通过
"
NAFADiploma毕业工作半年申请没有公司表格自己申请,终于批了历经8个多月",通过
"
09年POLY毕业，回国4年。13年中回新，14年4月开始做admin，SPASS。工资2300+",通过
"女，国内211本科，上海工作3年多，来新工作3年多，一直在同一家公司，出版行业spass,薪水2250.老公公民。第一次来新一年多以自己名义申请一个月内被拒绝，
14年12月ROM注册结婚，15年3月老公担保申请，通过。大家努力好运！
",通过
"2010來新,PhD(US),yearlySalary+bonus$170,000++,P1pass.研究工作
",通过
"sp2200,第一份工作两个月跳槽第二份工作一个半月申请，老板推荐信，历时八个月差两天",通过
"在新三年半，已婚，EPholder，Diploma，没推荐信，第一次申请。。。。。
薪水2000+250",通过
"EP,年薪&gt;250K,2015年三月工作至今",通过
"EP,年薪&gt;250K,2015年三月工作至今
",通过
POLY神器少于三个月通过,通过
"POLY神器少于三个月通过
",通过
"
老公马国公民，新加坡PR5年多，薪水6000+，新加坡工作7年，世界500强公司；老婆，第三国家大学文凭；新加坡工作6年；WP，底薪2000。。正好半年通过。最近好像放松了。大家加油。。。",通过
"老公pr6年poly毕业电子工程师月收入3000
担保老婆dpr，老婆国内大学本科，新加坡一年制私立硕士，工作3个月申请，补习中心华文教师月薪1800。结婚半年",通过
"
08年底来新，私立OLevel一年+Poly三年，工作一年半（1年WP+半年SP），SP第六个月时申请

",通过
"2013年7月申请，工资不固定，ep。
2014年8月老婆生孩子，10-10重新排队申请。
2015-5-21通过。
老公EP，公立大学毕业，工资3k，老婆SP，工资4k，",通过
"说好要和大家分享的。条件是夫妻双职工，大学本科毕业，两个孩子，非独生，家庭总收入超一万，申请时主申请人来新四年半，第三次申请。通过。

",通过
"说好要和大家分享的。条件是夫妻双职工，大学本科毕业，两个孩子，非独生，家庭总收入超一万，申请时主申请人来新四年半，第三次申请。通过。


",通过
2014年4月第二次申请，EP女+StudentPass（PRpending期间换成SP）男,通过
"夫妻申请，女主申，NTUPh.D，14年毕业，工作6个月时申请，申请时月薪5000+，加薪后写邮件更新了信息。男国内小本，申请时在新加坡做老师。6个月等待时间不短也不算长！希望所有申请的人都能有好消息！
",通过
"女，23，本地公立本科毕业，来新5年，工作6个月申请，EP，小公司，basic不到4k
",通过
"
SPASS,毕业BCA学院，基本工资3700来新近五年。第一次申请失败，第二次二月刚被拒。",失败
"单身NTUMSC11毕业，薪水4000左右，SP.希望通过
",失败
"30yearsold,degreefrom985211,mscfromNTU,R&amp;DEngineerinGermancompany,SPass,basic3600,3
yearsworkingexpinSG
",失败
"2008年9月来新，2014年POLY毕业，历时3个月10天。SP，薪水2200，工作五个月申请。没有交税单，没有老板推荐信，没有补交任何材料。
",通过
"男方公民，女方来新2年半，14年2月申请6月被拒，当时女方没工作，depend男方申请的。6月拿LTVP，找到工作，月薪1800，11月去重新申请，ICAOfficer建议appeal,
于是写了信和推荐信，12月份上交，15年4月批。",通过
"以前被拒一次，NUSMaster，985本科毕业，来新工作3年，EP月薪3000，单身
",失败
2007年3月来新，2014年SMU毕业，历时2个月20天。EP，薪水3500，工作3个月申请。没有交税单，没有老板推荐信，没有补交任何材料。,通过
"来新一年半家庭申请，三个月通过。女方主申请人，27岁，薪水10k+，国内本科，parttime在读公立master。男方29岁，薪水4k+，国内本科，fulltime
公立master刚毕业，公司都是500强。",通过
"丈夫EP3年,小妹LOC文職，家庭總月入6300。
2013年尾第一次申請拒絕
204年12月再申請，仍然失敗。

",失败
"POLY+工作S$2080.00+SPASS
",通过
"
本地poly毕业,工作7个月,月薪$2200,在政府医院做工.
",通过
"
虽然我是拿workpermit薪水1300到1400左右，但是因为时间表经常调换的关系。我想要提升多点技能。。希望能拿到pr之后能找份稳定的工作继续深造。。

",失败
"
虽然我是拿workpermit薪水1300到1400左右，但是因为时间表经常调换的关系。我想要提升多点技能。。希望能拿到pr之后能找份稳定的工作继续深造。。",失败
"女，来新四年，SP，金融，2200+，国内本科，已婚，29岁
",通过
"单身女，独生子女，SMUmaster,来新两年半，在新工作一年，月薪3.3K，公司/教授推荐信，自荐信。不出意外地被拒了。。",失败
"工资S$6000,NUSMaster,27岁，单身，国内top10本科，工作三年，IT，杯具，正在查询怎么申诉",失败
"
夫妻一起申请，男主，男27：1年master+4年工作共5年。工资4K+，女26：poly+私立本科，在新7年，工资4k，申请时bothEP.结婚3年，感觉夫妻一起申请成功几率会大。祝大家好运！
",通过
"TP女生21岁SP独身子女申请5个月批准

",通过
"SM1，04-05中三中四-olevel，06-07JC-alevel，09-13年5月NTU毕业，14年3月开始工作，EP工资2200
",通过
护士，24岁，单身，在新加坡工作一年7个月，底薪2400，月薪大概2900-3000,通过
"来新三年半.Poly毕业,日资物流公司,SP,独生子,单身,

",通过
"家庭共同申请，男方主，国内211本科，来新工作四年。女方国内本科，全职照顾三岁儿子，来新一年半。申请五个月被拒，再appeal，期间补交了升职信和加薪后的工资单，半年后终于批准了，希望各位还在努力的朋友不要放弃。
",通过
"poly毕业,ausdegree.Spass,Salary2200+，工作6个月申请

8个月，终于等到",通过
"
国内Top2，NUSmaster，工作三年，$6000＋，IT",失败
"国内本科，来新两年半，EP，薪水4500，公司推荐信
",失败
"
SM3basic2900涨薪3000更新工作四个月申请，历时半年批准制造业",通过
"国内文科985本科、硕士，女，申请时未婚，来新刚好四年，月薪basic
2000多，总共3500+。4年间有一段时间不在新加坡，在申请时有注明原因，今天查看网上进程，竟然approved了。历时5个月多一点儿。希望大家都能如愿！


",通过
"来新3年，工程师，EP，月薪3500，学士毕业。第一次于2013年三月申请，失败。第二次于2014年四月，等了九个月才收到通知
",通过
"来新5年，NTU本科，MOE奖学金，工作三个月申请，EP,工资3300
",通过
"
女，RP毕业,22，上班6个月时申请，昨天查通过",通过
"国内211本科工程类；24岁；来新3年；ProjectEngineer,Oil/Gas；BasicS$2,910,MonthlyS$3,500；第二次申请，第一次一年半之前
（BasicS$2，010）。

God'sGloryBlessMe!
",失败
"男,来新五年半,NAFA3+1Degree,EP,S$3600.",通过
"ITengineer，国内211master，工作五年后来新加坡。两年半后夫妻申请。薪水8000+
",通过
"manager,8000+,single,2yearswhenPRapplied",通过
"NAFADIPLOMA,工作一年半,工资1900.等了半年终于批了。。。",通过
"国内本，NTU硕，工作4年，4.8K，前3次申请均失败
",通过
"4yearinSG
",通过
"NgeeAnnpoly,
工作1年+,
basic$2200,SPass,
单身",通过
Poly毕业，Spass，月薪2300，女生。,通过
"Poly13年毕业,申请半年批了,周围的同学也都得了.工资2500但basic才2000
",通过
"
国内本二，来新5年半，Epass，basic5000＋",失败
NTUmaster来新两年，工作一年多，薪水刚到3500，碰碰运气了,失败
"
政府中学+Poly,diploma,SPass，工资2000+.来新7年。工作8个月申请，审批了快9个月，通过，自己申请的。
和姐姐一起申请，她的没到6个月通过了，我最后是等了9个月，实在受不了了，发邮件问，过几天就下来了。。。要是不问的话不知道何年月。",通过
"国内211本科毕业31岁
公司持有人-股东之一
薪水6K(BASIC)
第二次申请

打算上诉",失败
"lg是新加坡PR，新加坡本地私立大专学历，月薪8000+.我跟孩子拿DP申请，6月10号收到补充材料的信。lg来新超过10年，我5年多。10月14号终于批了。
",通过
"EPQ1pass,$4000,IT行业。国内重点本科，NUSpart-time硕士。来新3年。工作2年。配偶NTU在读博士。第二次申请被拒。
独生子女。听小道消息说，ICA不喜欢独生子女，因为容易把父母带过来。所以列了这个信息。建议大家也附上以供后人参考",失败
"O水准后Poly毕业，工资2300，SP，来新加坡快6年
",通过
"本地Poly毕业9个月交申请，工作8个月。月薪2000，销售工作。
历时7个月零3个礼拜
",通过
"big4auditor,来新9年,SM1,basicpay2850,Employmentpass,本地初中，本地jc，NTU本科
",通过
来新2年多，老公今年1月拿到的PR。第一次申请失败，第二次申请，5个月通过,通过
"
NAFADIPLOMA,SPASS,工作1年5个月，月薪：2100－2300",通过
"NUSPhD,公司工作刚满6个月申请，未婚，来新6年+
",通过
"
女，工作5个月申请。来新6年。OLEVEL到POLY。SPASS。",通过
"
poly女，护士，工作5个月申请，1月提交8月最后一天批准。历时7个多月。",通过
"来新五年，NUS的PhD,现在NUS的researchfellow，EP，工资4000，老婆来新四年，sp，工资3000+。
",通过
"理工毕业银行工作薪水2050来新5年多
",通过
"NUS2013年毕业,SM32008年底来新,一等荣誉学位,a*star工作,S$3650,4个月通过
",通过
SM1，来新近12年。Olevel+Alevel+NUS本硕连读。工作一年，底薪$3500,通过
"个人申请。本地PHD，在新加坡一个研究所工作，做scientist，在新加坡生活4年半。历时一年，通过。中间交了家庭材料。

",通过
"2011年7月来新，国大Master。2012年底毕业开始工作,申请时工作一年,行业：offshore
engineering，薪水：$3300，前几天刚刚更新薪水到3700就批了。自己是主申请人，有提交老婆PR的资料。祝大家好运。
",通过
"2005年获得过PR,2008放弃回国。
2010年再来新加坡工作，2011年申请但没有通过。
今年（2014年）3月再次申请，8月刚通过。

这次申请通过的情况如下：
职位：ProjectManager,薪水：$3300,学历：NAFADiploma.公司老板推荐信。

",通过
"
一家三口一起申请。申请时的情况：老公国内硕士，来新4年，收入3.5k+,EP，主申请人；老婆国内本科，来新3年，收入3K+,
WP；儿子2012年11月康生出生，DP，一直在新。12年六七月曾申请一次，四个月被拒。这次pending11个月+，通过。",通过
"工资2800，中学来坡9年，ntu本科毕业
",通过
"EP，来新2年，$4500，IT高级工程师，已婚，一个女儿，被拒，是回国的，到家第一天上ica一查，就被拒了，不知道是不是跟离境有关系??准备明年2月再以一家三口申请，加油?
",失败
"
政府中学+Poly,diploma,SPass，工资2000+.来新7年。工作8个月申请，审批了6个月，通过，自己申请的。",通过
"DiplomaSPass(8個月)來新2年半第一次申請
Salary:S$2500.00

",通过
"夫妻一起申请。主申请人牛津Master来新两年，月薪10000+
副申请人中国Degree来新一年半月薪2400


",通过
"夫妻一起申请。主申请人牛津Master来新两年，月薪10000+
副申请人中国Degree来新一年半月薪2400

",通过
"夫妻一起申请。主申请人牛津Master来新两年，月薪10000+
副申请人中国Degree来新一年半月薪2400
",通过
英国本科＋硕士毕业，来新3年，Epass，月薪3300。先生SC，结婚半年，sponsor，月薪4300.,通过
"P2pass,来新3年半,2011年技术类申请，拒绝DPR申请被拒。今年2月重新申请，通过。国内重点大学本科，年薪65000",通过
"政府中學-ITE-NYP-SPass(8個月)來新10年第一次申請
",通过
"国内211+985本科，NTUMaster，电子类，
工作三年，年薪65000。老婆是PR，但是我申请不是通过家属类，而是技术类。申请半年多时政府发邀请信，建议换成家属类，但是由于政府声明需要注册兵役，觉得不太好所以回信拒绝了，继续等技术类。最后还是批准了。
",通过
"nusphd毕业，现在nusRA。工作三个月的时候申请的，两个月的时候让补材料。七个月批了。
",通过
"国内本科，申请时来新3年零8个月，part-timeNUS工科硕士，EP月薪3800，硕士毕业已满一年

",失败
"Epass,来新8年！工作2012年3月正式工作！薪水5000.新加坡本科学历！失败一次。单身。",失败
26，男，已婚，大学文凭，来新工作2.5年，薪水超过4千，无需公司supportletter，与老婆一起通过，老婆没有在新加坡工作的经验。,通过
"已经等了好久，决定来登记一下，希望早点得到结果。老公是主申请人，NTUPh.Ddegree,毕业后公司工作EP，4500+。我是拿DP
工作，国内985master毕业教育专业，3500。有个男宝宝。我们来坡已经有5年多，以各种组合申请PR3次，appeal两次……如果这次再失败，我真是就无语了
",通过
"
第五次FamilyApplication。老婆MOE华文老师，重点师范大学毕业，来新6年，monthlygrosssalary
2800+。本人一路以来985院校混，经济学博士，国内有过银行和财政部的实习经验，助教职称，来新4年，主申请人，月薪4600。",通过
"主申请人phd，附属申请人国内master，来坡约四年
",通过
"OLEVELtemasekpoly毕业工作6个月申请起薪2000现在220008年来新6个月后通过

",通过
来新加坡3年，夫妻，国内本科，英国硕士，工资分别3000多，NTU,失败
"
FreshGraduate，2006年来新，政府中学N水准+O水准，2013年义安理工毕业，某本地房企公司工作6个月后申请，非独生子，BasicSalary$2000,Gross$3200.
",通过
"老公SC，薪水basic5000,楼主SP$2200",通过
"Apr13Poly毕业工作，Sep13申请，May14批。工资2000无涨薪水。
",通过
"
本地POLY毕业工作一年，在新4年，女。",通过
"SPassholder,salary$2800,来新6年，一直在同一公司。老公(SC)sponsor

",通过
"女，大专学历，来新6年，一直SP,薪水2500，老公local,
poly毕业，他近10年无CPF紧因为自雇人士，他年收入5万多，我俩于13年5月27日结婚注册，8月28日交材料，14年5月5日查到批准，供参考。",通过
"政府中学---NYP---Spass($2000)
独生子女",通过
"来新工作2年多，国内一本，P1,30+女单独申请(第一次)",通过
"Spousesponsoredbyhusband(SC).ROMlastAugandappliedforPRinOct.Totalwaitingtimewas6months.
Allthebesttothosewhohaveapplied!",通过
"
10年poly毕业，12年澳洲本科回新，底薪3000，终于等到结果啦",通过
"
NTU,SM3,StudentPass转PR,但是现在貌似不可以了",通过
"国内重点本科毕业，985,211.25岁，来新工作两年多，EP,basic3800.
带老婆一起申请，澳洲读书，硕士毕业，在新工作一年多，SP，grosssalary4500+选在了她生日的这天递交材料，期待好运。
等到五个月时候悲剧了，下半年再战。

",失败
"DegreeandDiploma,来新7年了
",通过
"国内大学本科毕业，来新1年8个月，SPass，月薪2000。
老公，sponsor,SC，月薪3700。

去年6月注册结婚注册，8月申请的。
",通过
"
Olevel+poly+5-yearstayedinSG",通过
"我带老婆一起申请，同为生物土博，本人申请时来新3年2月，老婆来新1年4月，两人工资basic都是4600+，
",通过
"夫妻一起申请，男主。
等待了5个半月，等待期间补过一次家庭成员信息，主动补过税单。在补材料的过程中，从来没有追问过审批情况，个人觉得问负责补材料的人除了显得你心急，其他没什么用处，不如耐心等待，该来的总会来~
你这个不如不拿出来晒，屁用没有，SB",失败
政府理工毕业，因为个人原因，申请两次失败，这是第三次，成功通过,通过
"是独立也是第一次申请，申请时EP三年，国内211毕业，Basic$3700...
",失败
"老公新加坡人，申请时已经结婚2年了，没有小孩。我自己是拿SPASS上班，底薪2280，老公薪水3000这样。今年初老公加薪了，然后有给ICA补充材料说加薪了。昨天早上查，通过
",通过
"Poly,2013年毕业，拿4个月工资申请，5个月后，PRapproved。",通过
"NUSB.ENG.(Hons),MSc,26yo,M,Single,来新7年半，刚开始工作6个月，EP，3400/mth
8月30日收信要求补交材料（家庭工作信息），9月7日补交。15FebApproved!",通过
"国内本科。2011年来新加坡，国大master毕业，正在读国大parttimephd，fulltimeresearch
engineer。申请时在国大工作1个月，在之前的公司工作了7个月。月薪S$3000。单身。
",失败
"Freshgrad,80kannualpay,B.E.inChina,PhDinNTU,4yrsinNTUand3monthsworkexpwhenIapplied
forPR.

ApplyforPRwithmywife,shewasEPQ1holder50k+annual,3yrs+inSG.WefinishedROMonedaybeforeour
applicationofPR.
",通过
主申请人海外工科硕士，在新工作1年后申请，EPholder，BasicSalaryS$4200，已婚，妻子国内文科硕士，DPHolder，月薪S$1800。三个半月收到通知。失败。,失败
"
poly，四大就职，SPholder，basic1800+",通过
"
来新6年，2012年POLY毕业，有Olevel证书。basic3800＋，EPholder
",通过
"
EP年底4年薪水+4500

悲剧again",失败
"24岁来新2年半Malaysiadiploma毕业工作4个月半epasssalary2600
",通过
"12年poly毕业，女，SP,工作8个月申请，月薪$2200,独立申请，有公司推荐信
",通过
"Poly毕业,S-pass,工作7个月后申请",通过
"
全家申请。老公EP1申请时来新半年。老婆4500刀每月申请时来新4个月。外加一男孩。夫妻硕士学历。
",通过
"2yearsinsingapore.salaried9k.wifedp,chinamaster.+2kidsgirltoapply",失败
"国内硕士，国内工作两年，来新三年，底薪3700+，SP.
杯具了，三个月零6天被拒。
",失败
国内985大学工科学士，12年10月来新，LVTP11月底拿到，然后买了2手房，现在无工作，老公SC（新公民，2012年8月8日通过），申请时结婚10个月。,通过
"来新4年整EP,工资4000元,补交材料,杯具
",失败
"主申请人：国内本科，NUSpart-time计算机硕士，在新加坡呆两年，工作1年。程序员，gross=basic=$3200。老婆：国内本科，NTU文科在读硕士，结婚半年多。申请一个半月后被拒
",失败
NUS本科，SM3，EP，3000-3500,通过
"EP,國外PHD，第一次申請，來新7個月半，薪水4800
",通过
"
在新加坡3年半，薪水3500",通过
国内重点本科，工作4年（换了专业），申请的时候EP，2600basic，两个月就被拒了。。。。现在别说这个，EPrenewal也被拒了，被降级到S-Pass了，巨汗,失败
"
老公新公民，老婆国内大专，无工作，LTVP，结婚2年，1年税单，祝好运！一定会成功的！！！",通过
"夫妻，国内硕士，来新工作四年，EP+DP，主申请人basic3800，年收入60K

",通过
"POLY毕业，自己拒绝2010年的邀请信。因为当兵（2009年的政策）
后来工作，升职2800
",通过
"2011/3到新加坡,P2,Basicsalary6900+,老婆DP,basicsalary3500,儿子三岁


",失败
来新4.5年，SP，国内大专，男，30岁，程序员，再次悲剧。,失败
"單身,來新7年8個月,poly畢業,持Spass工作1年,salary$1.8k
",通过
"
basicsalary:$3000+,申请时来新4年4个月，工作半年。本地私立大学degree毕业。4月中旬通过",通过
"MaleSponsor:SGLocalUniGradSalary:3K
wifeapplicant:CNUniGradworkinginSGfor2years+Salary:4.5K
Married=).Waitingtime:5Months
",通过
"来新8年,新加坡私立大专,上学3年,工作近5年,spass,薪资2000,女,未婚
",失败
"女主申请人,25岁公民，有个女儿也是公民,有个薪水3000,职位:采购。男31岁,来新8年6个月,私立大专,同一个公司，职位:coordinator,固定薪水3600,两年的税单,",通过
BEinChina，NTUPhD，EP2，MarriedwithChinesePR,通过
"NUSSM3,EPbasicsalaryS$2800

",通过
"
国内一本，在新工作两年，原EP,$1800;现公司工作一年，SP，$2000，单身女",失败
国内本科，来新三年。EPP2，单身，男。11月申请，第一次申请。五个月,通过
"新加坡亚太本科学历，27未满，来新5年，工作2年多，月薪2500，Spass

",失败
"本人国大本科，PR2年后2012年转公民,工资6K+。帮老婆申请居民，老婆硕士毕业在香港工作，薪水S$2k+，往来新加坡多次但未长居。5个月通过
",通过
"男方（主申请人）：EP,来新14+年，国大PHD，29岁，工资3800+，工作一年半，有公司推荐信。
女方（附属申请人）：DP,来新3年，国内本科，30岁，目前没有工作。之前拿sp工作过一年半，工资1800。
",通过
"
12年poly毕业，SP，工作4个月提交申请。",通过
25岁单身男，NUS本科毕业，來新7年，EP三个月时申请，月薪3500。10月13日补交家庭成员材料。20130301收到批准信,通过
"国内重点大学Master,来新两年，EP,7000+每月，独自申请",通过
"Nov2009cametoSG,EPholder.",通过
poly毕业，月薪2100，SP,通过
夫妻一起申请，两人工资都是接近3500，国内重点本科，NUS研究型硕士。25岁，08年7月来新，工作快两年了，有一年税单。,通过
国内硕，EP2年11个月，薪水5000+，离异不带小孩,失败
"女,Q1,Accountant,$3300;30,来新5年2个月;国内普通一本;ACCA,CPASingapore",通过
"帮我太太申请，本人03年底来坡，NTU本科，PR4年，目前薪水3000+，太太12年2月底来，12年6月中申请DPR，10月通过。
",通过
老公nus硕士，pr三年，来坡10年，salary3800，我还没找工作，国内top20本科，有两个国内的高级证书，刚好四个月就批了。放假前一天。很是开心，祝大家好运。我要好好找工作啦~,通过
"美国博士学历，申请时来新加坡一年。老公还在美国读书。一起通过。
",通过
"来新加坡7年，从私立考O水准，进入新加坡理工，2011年毕业，工作，拿EP，薪水1800，做了7个多月后辞职，之后进去新公司，现在薪水2800，EP,申请时在新公司工作4个月。",通过
"国内技校毕业，新加坡工作35年，SPASS,BASIC:1850",失败
女国内本科来新三年P2独立申请10.18补交材料1.18收到批准信,通过
女在新6年国内本ntuphd在读明年毕业讲师5000+工作一年,通过
"EP1holder,singlelady,stayedinSGfor2.5years,1sttimer",通过
"
NTU本科，Apple工作，申请的时候月薪3000+，结婚已经一年多，老公DP2月底过来，一直在找工作中，5月底就申请。8月份补交家庭材料以及老公以前国内工作证明，以及一封信证明老公在积极找工作。10月初我的工资提升3500+，老公找到一份简单服务业工作100+，最后居然在年底通过。通过的时候我在新7年，老公来不到1年。本来以为这样的条件很难申请上的。太幸运了！
",通过
"来新1年多，EP-Q1,美国本科+双硕士，Basicsalary$3600.marketing行业，单身女。",失败
NTU硕，在校一年，工作一年，薪水4000+，appeal失败。,失败
我理工学院毕业的，现在拿LTPass。8个月的女儿在中国。老公拿到PR一年半多，在新加坡待了快6年了。结婚也快一年了。我老公帮我跟我6个月的女儿一起申请。,失败
来新三年，5000+，NUS硕,通过
"女，未婚，30.
国内211学校商科本科，ntu商科硕士，至明年3月份来新4年。一年读书三年工作，月薪3500,年收入70k＋，2011年2月，2012年4月分分别申请过两次，appeal两次，均悲剧，感觉是不是单身女性的原因。
",失败
"
我老公来新加坡8年，现在拿SP，大专学历，薪水4200。我拿家属准证刚来正在申请工作准证，他带我和我儿子一起申请的，儿子八个月，我以前也在新加坡做过4年工拿SP,以前薪水是2550.学历是大本
",失败
"NTUMaster,在新加坡2年,一年读书一年工作。",失败
八月底申的，前两天杯具。我们的条件是夫妻双方国内top5phd，目前在nusntu博后，工资4500，来新两年半。,失败
